id_match,names,home_away,managers,formations,attendance,date,stadium,championship,edition,country,score,goals,goals_past,total_shots,woodwork,shots_on_target,shots_off_target,blocked_shots,total_possession,touches,total_passes,accurate_passes,pass_success,key_passes,dribbles_attempted,dibles,dribbles_past,dribbles_success,aerials_won,aerial_success,offensive_aerials,defensive_aerials,tackles,tackle_success,tackles_attempted,was_dribbled,clearances,interceptions,corners,corner_accuracy,dispossessed,errors,fouls,offsides,start_minutes,end_minutes
1780,Racing Club,1,Manager:Claudio Úbeda,4-1-2-1-2,stadium_clmn_attend:0, 13-Sep-21,stadium_clmn_venue: Nuevo Gasómetro,La Liga professional,2021,Argentina,1 - 1,1,1,13,0,2,8,3,70.7,761,560,484,86,7,18,11,14,61,12,43,11,17,18,56,32,14,11,6,4,75,9,0,11,9,0,90
1781,Banfield,0,Manager:Javier Sanguinetti,4-1-4-1,stadium_clmn_attend:0, 15-Sep-21,stadium_clmn_venue: Florencio Solá,La Liga professional,2021,Argentina,1 - 2,1,2,16,0,6,9,1,43.7,549,327,250,76,13,14,11,6,79,15,54,11,17,12,67,18,6,18,22,5,60,11,0,17,7,0,90
1781,Rosario Central,1,Manager:Cristian González,4-4-2,stadium_clmn_attend:0, 15-Sep-21,stadium_clmn_venue: Florencio Solá,La Liga professional,2021,Argentina,1 - 2,2,1,14,0,5,6,3,56.3,623,431,343,80,10,12,6,11,50,13,46,17,11,14,56,25,11,13,9,3,100,6,0,17,2,0,90
1782,Boca Juniors,0,Manager:Sebastián Battaglia,4-3-1-2,stadium_clmn_attend:0, 15-Sep-21,stadium_clmn_venue: Alberto José Armando (La Bombonera),La Liga professional,2021,Argentina,0 - 0,0,0,14,1,3,10,1,59.1,779,544,473,87,11,25,7,13,28,18,58,17,14,26,67,39,13,16,10,4,25,5,0,9,2,0,90
1782,Defensa y Justicia,1,Manager:Sebastián Beccacece,3-4-3,stadium_clmn_attend:0, 15-Sep-21,stadium_clmn_venue: Alberto José Armando (La Bombonera),La Liga professional,2021,Argentina,0 - 0,0,0,11,0,3,7,1,40.9,613,381,301,79,10,26,13,7,50,13,42,14,17,23,77,30,7,27,15,5,40,13,0,10,0,0,90
1783,Central Cordoba de Santiago,0,Manager:Sergio Rondina,4-1-2-1-2,stadium_clmn_attend:0, 14-Sep-21,stadium_clmn_venue: Estadio Único Madre de Ciudades,La Liga professional,2021,Argentina,2 - 0,2,0,11,0,2,7,2,48.6,687,448,336,75,12,32,16,11,50,32,53,30,30,15,58,26,11,17,14,2,50,13,0,9,2,0,90
1783,Atletico Tucuman,1,Manager:Omar De Felippe,4-4-2,stadium_clmn_attend:0, 14-Sep-21,stadium_clmn_venue: Estadio Único Madre de Ciudades,La Liga professional,2021,Argentina,2 - 0,0,2,14,0,2,7,5,51.4,683,460,343,75,11,15,11,16,73,28,47,30,30,29,64,45,16,10,12,5,60,11,1,11,2,0,90
1784,Arsenal Sarandi,0,Manager:Israel Damonte,4-4-2,stadium_clmn_attend:0, 14-Sep-21,stadium_clmn_venue: Julio Humberto Grondona,La Liga professional,2021,Argentina,0 - 0,0,0,13,0,4,4,5,43.6,527,308,196,64,7,17,6,14,35,23,64,26,10,17,55,31,14,21,11,2,50,6,0,19,4,0,90
1784,Colon,1,Manager:Eduardo Domínguez,4-2-3-1,stadium_clmn_attend:0, 14-Sep-21,stadium_clmn_venue: Julio Humberto Grondona,La Liga professional,2021,Argentina,0 - 0,0,0,12,0,4,1,7,56.4,650,410,288,70,8,19,14,6,74,13,36,10,26,17,74,23,6,15,13,3,0,12,0,17,2,0,90
1785,Newell's Old Boys,0,Manager:Fernando Gamboa,4-2-3-1,stadium_clmn_attend:0,16-Sep-21,stadium_clmn_venue: Marcelo Bielsa,La Liga professional,2021,Argentina,1 - 4,1,4,22,0,7,10,5,50.7,661,447,338,76,17,25,14,32,56,13,43,21,9,24,43,56,32,5,13,4,50,6,0,9,1,0,90
1785,River Plate,1,Manager:Marcelo Gallardo,4-4-2,stadium_clmn_attend:0,16-Sep-21,stadium_clmn_venue: Marcelo Bielsa,La Liga professional,2021,Argentina,1 - 4,4,1,12,0,7,5,0,49.3,672,444,337,76,8,45,32,14,71,17,57,9,21,17,55,31,14,17,18,2,100,11,2,11,0,0,90
1786,Independiente,0,Manager:Julio César Falcioni,4-3-3,stadium_clmn_attend:0, 13-Sep-21,stadium_clmn_venue: Estadio Libertadores de América,La Liga professional,2021,Argentina,0 - 1,0,1,22,0,3,11,8,71.8,784,585,505,86,13,15,11,5,73,10,34,8,21,14,74,19,5,3,12,5,60,12,0,12,3,0,90
1786,Lanus,1,Manager:Luis Zubeldía,4-4-2,stadium_clmn_attend:0, 13-Sep-21,stadium_clmn_venue: Estadio Libertadores de América,La Liga professional,2021,Argentina,0 - 1,1,0,8,0,2,5,1,28.2,396,226,158,70,5,8,5,11,63,19,66,21,8,16,59,27,11,16,7,4,100,11,0,20,1,0,90
1787,Sarmiento,0,Manager:Mario Sciacqua,5-4-1,stadium_clmn_attend:0, 13-Sep-21,stadium_clmn_venue: Eva Perón,La Liga professional,2021,Argentina,0 - 0,0,0,11,0,4,5,2,43.7,483,263,162,62,4,18,10,12,56,20,50,22,18,18,60,30,12,29,8,4,0,11,0,21,3,0,90
1787,Huracan,1,Manager:Frank Kudelka,4-3-3,stadium_clmn_attend:0, 13-Sep-21,stadium_clmn_venue: Eva Perón,La Liga professional,2021,Argentina,0 - 0,0,0,13,0,3,5,5,56.3,572,338,233,69,9,18,12,10,67,20,50,18,22,19,66,29,10,23,8,8,38,12,0,15,2,0,90
1788,Aldosivi,0,Manager:Fernando Gago,4-3-1-2,stadium_clmn_attend:0, 13-Sep-21,stadium_clmn_venue: José María Minella,La Liga professional,2021,Argentina,1 - 4,1,4,8,0,3,4,1,59.3,693,504,410,81,6,19,14,12,74,9,50,7,11,14,54,26,12,17,11,3,0,9,0,8,3,0,90
1788,Godoy Cruz,1,Manager:Diego Flores,4-2-3-1,stadium_clmn_attend:0, 13-Sep-21,stadium_clmn_venue: José María Minella,La Liga professional,2021,Argentina,1 - 4,4,1,18,1,8,7,3,40.7,527,329,234,71,12,20,12,14,60,9,50,11,7,14,50,28,14,21,12,9,22,6,0,13,0,0,90
1789,Gimnasia LP,0,Manager:Néstor Gorosito,4-4-2,stadium_clmn_attend:0, 14-Sep-21,stadium_clmn_venue: Juan Carmelo Zerillo (El Bosque),La Liga professional,2021,Argentina,0 - 0,0,0,14,0,2,10,2,35.1,560,312,214,69,9,26,12,21,46,11,48,17,6,28,57,49,21,27,18,4,75,4,0,11,1,0,90
1789,Velez Sarsfield,1,Manager:Mauricio Pellegrino,4-1-4-1,stadium_clmn_attend:0, 14-Sep-21,stadium_clmn_venue: Juan Carmelo Zerillo (El Bosque),La Liga professional,2021,Argentina,0 - 0,0,0,17,1,5,7,5,64.9,812,570,466,82,12,34,21,12,62,12,52,6,17,18,60,30,12,10,11,7,29,15,0,14,1,0,90
1790,Gimnasia LP,0,Manager:Néstor Gorosito,4-4-2,stadium_clmn_attend:0, 20-Sep-21,stadium_clmn_venue: Juan Carmelo Zerillo (El Bosque),La Liga professional,2021,Argentina,1 - 0,1,0,11,0,5,4,2,44.9,586,351,246,70,8,22,16,19,73,19,45,14,28,29,60,48,19,34,8,4,50,11,0,15,0,0,90
1790,Union,1,Manager:Juan Manuel Azconzábal,3-4-3,stadium_clmn_attend:0, 20-Sep-21,stadium_clmn_venue: Juan Carmelo Zerillo (El Bosque),La Liga professional,2021,Argentina,1 - 0,0,1,11,0,0,8,3,55.1,663,417,311,75,8,36,19,16,53,23,55,28,14,17,52,33,16,11,7,5,40,12,1,23,0,0,90
1791,Velez Sarsfield,0,Manager:Mauricio Pellegrino,4-2-3-1,stadium_clmn_attend:0, 18-Sep-21,stadium_clmn_venue: José Amalfitani,La Liga professional,2021,Argentina,3 - 2,3,2,18,1,7,10,1,55.3,613,431,349,81,13,17,6,7,35,11,39,11,17,18,72,25,7,18,4,5,40,8,1,14,2,0,90
1791,Aldosivi,1,Manager:Fernando Gago,4-2-3-1,stadium_clmn_attend:0, 18-Sep-21,stadium_clmn_venue: José Amalfitani,La Liga professional,2021,Argentina,3 - 2,2,3,15,0,4,4,7,44.7,534,342,263,77,9,18,7,6,39,17,61,17,11,19,76,25,6,12,4,7,43,7,0,12,2,0,90
1792,Godoy Cruz,0,Manager:Diego Flores,4-2-3-1,stadium_clmn_attend:0, 18-Sep-21,stadium_clmn_venue: Estadio Feliciano Gambarte,La Liga professional,2021,Argentina,1 - 1,1,1,18,0,4,10,4,65.3,648,470,363,77,14,11,9,3,82,19,42,15,30,9,75,12,3,8,4,5,40,10,1,13,1,0,90
